Post #,Sentiment
post2155,Negative Sentiment
post2156,Positive Sentiment
post2157,Positive Sentiment
post2158,Neutral Sentiment
post2159,Positive Sentiment
post2160,Positive Sentiment
post2161,Neutral Sentiment
post2162,Positive Sentiment
post2163,Positive Sentiment
post2164,Neutral Sentiment
post2165,Neutral Sentiment
post2166,Neutral Sentiment
post2167,Positive Sentiment
post2168,Neutral Sentiment
post2169,Positive Sentiment
post2170,Positive Sentiment
post2171,Positive Sentiment
post2172,Neutral Sentiment
post2173,Neutral Sentiment
post2174,Neutral Sentiment
post2175,Positive Sentiment
post2176,Neutral Sentiment
post2177,Neutral Sentiment
post2178,Neutral Sentiment
post2179,Positive Sentiment
post2180,Positive Sentiment
post2181,Positive Sentiment
post2182,Neutral Sentiment
post2183,Neutral Sentiment
post2184,Neutral Sentiment
post2185,Positive Sentiment
post2186,Neutral Sentiment
post2187,Neutral Sentiment
post2188,Negative Sentiment
post2189,Neutral Sentiment
post2190,Neutral Sentiment
post2191,Neutral Sentiment
post2192,Positive Sentiment
post2193,Neutral Sentiment
post2194,Negative Sentiment
post2195,Neutral Sentiment
post2196,Positive Sentiment
post2197,Positive Sentiment
post2198,Positive Sentiment
post2199,Neutral Sentiment
post2200,Positive Sentiment
post2201,Negative Sentiment
post2202,Neutral Sentiment
post2203,Negative Sentiment
post2204,Neutral Sentiment
post2205,Neutral Sentiment
post2206,Neutral Sentiment
post2207,Negative Sentiment
post2208,Positive Sentiment
post2209,Neutral Sentiment
post2210,Positive Sentiment
post2211,Negative Sentiment
post2212,Neutral Sentiment
post2213,Positive Sentiment
post2214,Neutral Sentiment
post2215,Neutral Sentiment
post2216,Negative Sentiment
post2217,Positive Sentiment
post2218,Neutral Sentiment
post2219,Neutral Sentiment
post2220,Neutral Sentiment
post2221,Neutral Sentiment
post2222,Neutral Sentiment
post2223,Neutral Sentiment
post2224,Neutral Sentiment
post2225,Neutral Sentiment
post2226,Negative Sentiment
post2227,Positive Sentiment
post2228,Neutral Sentiment
post2229,Positive Sentiment
post2230,Positive Sentiment
post2231,Neutral Sentiment
post2232,Positive Sentiment
post2233,Positive Sentiment
post2234,Positive Sentiment
post2235,Neutral Sentiment
post2236,Positive Sentiment
post2237,Positive Sentiment
post2238,Negative Sentiment
post2239,Neutral Sentiment
post2240,Negative Sentiment
post2241,Neutral Sentiment
post2242,Neutral Sentiment
post2243,Negative Sentiment
post2244,Negative Sentiment
post2245,Positive Sentiment
post2246,Neutral Sentiment
post2247,Positive Sentiment
post2248,Neutral Sentiment
post2249,Neutral Sentiment
post2250,Positive Sentiment
post2251,Neutral Sentiment
post2252,Negative Sentiment
post2253,Positive Sentiment
post2254,Positive Sentiment
post2255,Positive Sentiment
post2256,Positive Sentiment
post2257,Positive Sentiment
post2258,Neutral Sentiment
post2259,Positive Sentiment
post2260,Negative Sentiment
post2261,Positive Sentiment
post2262,Neutral Sentiment
post2263,Positive Sentiment
post2264,Neutral Sentiment
post2265,Positive Sentiment
post2266,Neutral Sentiment
post2267,Neutral Sentiment
post2268,Positive Sentiment
post2269,Positive Sentiment
post2270,Negative Sentiment
post2271,Positive Sentiment
post2272,Neutral Sentiment
post2273,Positive Sentiment
post2274,Negative Sentiment
post2275,Positive Sentiment
post2276,Positive Sentiment
post2277,Neutral Sentiment
post2278,Neutral Sentiment
post2279,Negative Sentiment
post2280,Negative Sentiment
post2281,Positive Sentiment
post2282,Positive Sentiment
post2283,Neutral Sentiment
post2284,Neutral Sentiment
post2285,Positive Sentiment
post2286,Neutral Sentiment
post2287,Neutral Sentiment
post2288,Neutral Sentiment
post2289,Negative Sentiment
post2290,Negative Sentiment
post2291,Positive Sentiment
post2292,Positive Sentiment
post2293,Neutral Sentiment
post2294,Neutral Sentiment
post2295,Neutral Sentiment
post2296,Neutral Sentiment
post2297,Positive Sentiment
post2298,Neutral Sentiment
post2299,Neutral Sentiment
post2300,Neutral Sentiment
post2301,Neutral Sentiment
post2302,Neutral Sentiment
post2303,Neutral Sentiment
post2304,Neutral Sentiment
post2305,Positive Sentiment
post2306,Positive Sentiment
post2307,Neutral Sentiment
post2308,Negative Sentiment
post2309,Negative Sentiment
post2310,Positive Sentiment
post2311,Negative Sentiment
post2312,Positive Sentiment
post2313,Positive Sentiment
post2314,Neutral Sentiment
post2315,Neutral Sentiment
post2316,Neutral Sentiment
post2317,Positive Sentiment
post2318,Negative Sentiment
post2319,Negative Sentiment
post2320,Neutral Sentiment
post2321,Positive Sentiment
post2322,Negative Sentiment
post2323,Positive Sentiment
post2324,Positive Sentiment
post2325,Positive Sentiment
post2326,Positive Sentiment
post2327,Neutral Sentiment
post2328,Positive Sentiment
post2329,Neutral Sentiment
post2330,Positive Sentiment
post2331,Neutral Sentiment
post2332,Positive Sentiment
post2333,Negative Sentiment
post2334,Neutral Sentiment
post2335,Neutral Sentiment
post2336,Neutral Sentiment
post2337,Neutral Sentiment
post2338,Neutral Sentiment
post2339,Positive Sentiment
post2340,Positive Sentiment
post2341,Neutral Sentiment
post2342,Negative Sentiment
post2343,Neutral Sentiment
post2344,Positive Sentiment
post2345,Negative Sentiment
post2346,Neutral Sentiment
post2347,Neutral Sentiment
post2348,Neutral Sentiment
post2349,Neutral Sentiment
post2350,Neutral Sentiment
post2351,Positive Sentiment
post2352,Negative Sentiment
post2353,Positive Sentiment
post2354,Positive Sentiment
post2355,Positive Sentiment
post2356,Positive Sentiment
post2357,Negative Sentiment
post2358,Neutral Sentiment
post2359,Positive Sentiment
post2360,Neutral Sentiment
post2361,Neutral Sentiment
post2362,Negative Sentiment
post2363,Neutral Sentiment
post2364,Negative Sentiment
post2365,Negative Sentiment
post2366,Negative Sentiment
post2367,Positive Sentiment
post2368,Positive Sentiment
post2369,Neutral Sentiment
post2370,Neutral Sentiment
post2371,Positive Sentiment
post2372,Negative Sentiment
post2373,Positive Sentiment
post2374,Neutral Sentiment
post2375,Positive Sentiment
post2376,Neutral Sentiment
post2377,Neutral Sentiment
post2378,Neutral Sentiment
post2379,Neutral Sentiment
post2380,Positive Sentiment
post2381,Positive Sentiment
post2382,Negative Sentiment
post2383,Neutral Sentiment
post2384,Positive Sentiment
post2385,Neutral Sentiment
post2386,Positive Sentiment
post2387,Positive Sentiment
post2388,Negative Sentiment
post2389,Positive Sentiment
post2390,Negative Sentiment
post2391,Neutral Sentiment
post2392,Negative Sentiment
post2393,Neutral Sentiment
post2394,Negative Sentiment
post2395,Negative Sentiment
post2396,Negative Sentiment
post2397,Neutral Sentiment
post2398,Negative Sentiment
post2399,Negative Sentiment
post2400,Neutral Sentiment
post2401,Neutral Sentiment
post2402,Negative Sentiment
post2403,Neutral Sentiment
post2404,Neutral Sentiment
post2405,Negative Sentiment
post2406,Negative Sentiment
post2407,Negative Sentiment
post2408,Positive Sentiment
post2409,Neutral Sentiment
post2410,Negative Sentiment
post2411,Neutral Sentiment
post2412,Neutral Sentiment
post2413,Negative Sentiment
post2414,Positive Sentiment
post2415,Positive Sentiment
post2416,Positive Sentiment
post2417,Neutral Sentiment
post2418,Negative Sentiment
post2419,Neutral Sentiment
post2420,Positive Sentiment
post2421,Neutral Sentiment
post2422,Negative Sentiment
post2423,Positive Sentiment
post2424,Positive Sentiment
post2425,Neutral Sentiment
post2426,Neutral Sentiment
post2427,Neutral Sentiment
post2428,Positive Sentiment
post2429,Neutral Sentiment
post2430,Positive Sentiment
post2431,Neutral Sentiment
post2432,Negative Sentiment
post2433,Neutral Sentiment
post2434,Positive Sentiment
post2435,Positive Sentiment
post2436,Positive Sentiment
post2437,Positive Sentiment
post2438,Positive Sentiment
post2439,Negative Sentiment
post2440,Neutral Sentiment
post2441,Neutral Sentiment
post2442,Positive Sentiment
post2443,Positive Sentiment
post2444,Negative Sentiment
post2445,Negative Sentiment
post2446,Positive Sentiment
post2447,Positive Sentiment
post2448,Neutral Sentiment
post2449,Positive Sentiment
post2450,Neutral Sentiment
post2451,Positive Sentiment
post2452,Positive Sentiment
post2453,Neutral Sentiment
post2454,Neutral Sentiment
post2455,Positive Sentiment
post2456,Neutral Sentiment
post2457,Neutral Sentiment
post2458,Neutral Sentiment
post2459,Positive Sentiment
post2460,Neutral Sentiment
post2461,Negative Sentiment
post2462,Neutral Sentiment
post2463,Positive Sentiment
post2464,Positive Sentiment
post2465,Negative Sentiment
post2466,Neutral Sentiment
